date,course_id,course_name,category,level,is_new_course,list_price,pv_total,pv_organic,pv_ads,pv_social,uv_total,trial_total,add_to_cart_total,purchase_total,refunds,revenue_course,coupon_redemptions,learning_sessions,active_learners,lesson_starts,lesson_completions,avg_watch_time_min,avg_quiz_score,nps_responses,nps_score_avg,registrations,new_paid_users,subs_quarterly,subs_annual,subs_expiring,subs_renewals,revenue_subscription,revenue_enterprise
2024-06-16,1022,雅思实战21,英语类课程,入门,0,570,114,66,28,20,75,39,8,4,0,414.2284281170904,2,64,16,64,41,19.2,79.6,0,49.4,7,0,0,0,0,0,627.8584902538306,102.95529006850448
2024-06-17,1022,雅思实战21,英语类课程,入门,0,570,90,51,23,16,59,25,3,1,0,97.85833450638329,0,42,10,42,27,42.84,77.1,0,53.6,11,0,0,0,0,0,440.116490717146,72.16963960684383
2024-06-18,1022,雅思实战21,英语类课程,入门,0,570,93,54,25,14,61,30,7,2,0,199.7159775073349,1,42,10,42,27,15.17,88.6,0,30.2,21,1,0,0,0,0,489.3602938743092,80.24456431809908
2024-06-19,1022,雅思实战21,英语类课程,入门,0,570,87,50,24,13,57,20,1,0,0,0.0,0,31,7,31,20,14.09,78.0,0,48.3,7,0,0,0,0,0,390.8726875599828,64.09471489558857
2024-06-20,1022,雅思实战21,英语类课程,入门,0,570,102,60,26,16,67,40,9,4,0,408.7393294644091,1,75,18,75,46,35.7,67.6,1,50.1,7,1,0,0,0,0,597.0811132806036,97.90846212396995
2024-06-21,1022,雅思实战21,英语类课程,入门,0,570,101,59,24,18,67,29,9,6,0,661.6804242847055,2,61,15,61,40,35.02,74.6,1,40.9,11,6,0,1,0,0,544.7595724261178,89.32885461826125
2024-06-22,1022,雅思实战21,英语类课程,入门,0,570,116,69,29,18,77,30,10,3,0,289.5332941605081,1,42,10,42,27,30.73,86.3,0,43.6,7,1,0,0,0,0,569.3814740046994,93.36631697388889
2024-06-23,1022,雅思实战21,英语类课程,入门,0,570,132,75,32,25,87,34,8,6,0,647.7615578671774,0,59,14,59,36,44.57,70.0,0,52.7,17,3,0,0,0,0,670.9468180163484,110.02084919085284
2024-06-24,1022,雅思实战21,英语类课程,入门,0,570,109,64,29,16,72,29,4,3,0,310.43047356458453,0,56,14,56,34,29.13,82.3,3,43.6,14,1,0,0,0,0,541.681834728795,88.82417182380779
2024-06-25,1022,雅思实战21,英语类课程,入门,0,570,77,45,19,13,51,20,5,2,0,206.74394100311497,1,31,7,31,20,37.35,77.1,0,68.9,7,0,0,0,0,0,378.561736770692,62.07598371777476
2024-06-26,1022,雅思实战21,英语类课程,入门,0,570,91,53,24,14,60,26,6,1,0,102.20381691707468,0,36,9,36,25,29.33,74.0,0,39.3,17,0,0,0,0,0,449.3497038091141,73.68368799020419
2024-06-27,1022,雅思实战21,英语类课程,入门,0,570,87,49,24,14,57,28,4,3,0,300.39737173613145,2,47,11,47,29,36.41,80.6,1,61.8,4,0,0,0,0,0,467.8161299930503,76.71178475692491
2024-06-28,1022,雅思实战21,英语类课程,入门,0,570,88,52,23,13,58,31,7,4,0,398.7167137307793,1,61,15,61,41,27.13,71.5,0,37.1,7,3,1,0,0,0,498.5935069662772,81.75861270145944
2024-06-29,1022,雅思实战21,英语类课程,入门,0,570,118,67,33,18,78,44,11,6,0,591.6543742580916,3,84,21,84,50,27.72,87.8,2,54.0,24,0,0,0,0,0,689.4132442002847,113.04894595757357
2024-06-30,1022,雅思实战21,英语类课程,入门,0,570,112,66,27,19,74,43,16,5,0,524.7715822571524,2,72,18,72,43,39.19,80.6,2,41.3,4,1,0,0,0,0,655.5581295297349,107.49743521858557
2024-06-01,1023,英语发音实战22,英语类课程,入门,0,904,117,68,31,18,77,44,5,2,0,323.5609259972208,0,64,16,64,42,26.95,80.4,1,42.6,14,0,1,0,0,0,649.4026541350895,106.48806962967863
2024-06-02,1023,英语发音实战22,英语类课程,入门,0,904,111,63,29,19,73,30,6,4,0,704.242783583425,3,45,11,45,28,38.69,72.2,0,37.9,0,0,0,0,0,0,563.2259986100539,92.35695138498195
2024-06-03,1023,英语发音实战22,英语类课程,入门,0,904,85,51,21,13,56,25,2,1,0,152.62497612952117,1,39,9,39,24,26.64,79.0,0,48.2,14,0,0,0,0,0,424.72780223053246,69.64622563457657
2024-06-04,1023,英语发音实战22,英语类课程,入门,0,904,102,60,24,18,67,28,6,2,0,314.9101540310651,1,47,11,47,30,30.11,73.0,1,37.7,4,0,0,0,0,0,504.7489823609227,82.76797829036636
2024-06-05,1023,英语发音实战22,英语类课程,入门,0,904,108,61,29,18,71,29,11,6,0,945.1372282717156,3,59,14,59,35,25.99,78.3,1,41.8,11,1,0,0,0,0,566.3037363073767,92.8616341794354
2024-06-06,1023,英语发音实战22,英语类课程,入门,0,904,105,61,25,19,69,34,6,4,0,674.0226151957602,2,67,16,67,44,33.56,81.4,1,38.3,14,3,0,0,0,0,569.3814740046994,93.36631697388889
2024-06-07,1023,英语发音实战22,英语类课程,入门,0,904,111,65,28,18,73,25,8,4,0,625.7021233139031,2,47,11,47,31,41.68,68.5,0,45.3,7,1,0,0,0,0,532.4486216368269,87.31012344044744
2024-06-08,1023,英语发音实战22,英语类课程,入门,0,904,132,79,32,21,87,34,8,2,0,296.47573984719054,0,59,14,59,38,11.07,74.6,0,40.4,21,0,0,0,0,0,634.0139656484761,103.9646556574114
2024-06-09,1023,英语发音实战22,英语类课程,入门,0,904,104,59,27,18,69,28,6,5,0,764.0033501568398,1,53,13,53,31,22.92,93.0,0,36.6,11,1,0,0,0,0,538.6040970314724,88.31948902935434
2024-06-10,1023,英语发音实战22,英语类课程,入门,0,904,95,55,25,15,63,31,8,2,0,314.94254128907363,1,47,11,47,29,32.1,71.9,0,36.1,14,1,0,0,0,0,501.6712446635999,82.26329549591289
2024-06-11,1023,英语发音实战22,英语类课程,入门,0,904,76,43,22,11,50,28,11,7,0,961.4424054007676,2,64,16,64,42,16.55,81.4,2,46.0,7,7,0,0,0,0,470.8938676903729,77.21646755137836
2024-06-12,1023,英语发音实战22,英语类课程,入门,0,904,97,55,24,18,64,28,7,4,0,626.4507032465425,4,50,12,50,30,22.78,79.2,0,42.1,11,1,0,0,0,0,507.82672005824537,83.2726610848198
2024-06-13,1023,英语发音实战22,英语类课程,入门,0,904,104,60,27,17,69,25,7,3,0,493.6470363750088,1,45,11,45,28,43.86,93.4,0,40.2,14,1,0,0,0,0,501.6712446635999,82.26329549591289
2024-06-14,1023,英语发音实战22,英语类课程,入门,0,904,82,49,21,12,54,30,9,4,0,630.0685200337546,3,56,14,56,35,34.77,84.1,1,61.3,7,0,0,0,0,0,473.9716053876956,77.72115034583182
2024-06-15,1023,英语发音实战22,英语类课程,入门,0,904,104,62,27,15,69,23,5,2,0,333.8655754746805,1,39,9,39,24,13.85,67.6,0,44.0,11,0,0,0,0,0,480.1270807823411,78.73051593473873
2024-06-16,1023,英语发音实战22,英语类课程,入门,0,904,119,70,31,18,79,37,9,6,0,922.1332597960242,1,75,18,75,45,20.91,72.1,0,44.5,4,3,0,0,0,0,649.4026541350895,106.48806962967863
2024-06-17,1023,英语发音实战22,英语类课程,入门,0,904,70,41,18,11,46,21,3,1,0,169.14204038772905,0,36,9,36,24,36.19,76.1,0,60.0,0,0,0,0,0,0,353.9398351921104,58.03852136214713
2024-06-18,1023,英语发音实战22,英语类课程,入门,0,904,89,51,24,14,59,30,4,0,0,0.0,0,39,9,39,25,25.74,80.2,0,39.0,7,0,0,0,0,0,458.58291690108217,75.19773637356455
2024-06-19,1023,英语发音实战22,英语类课程,入门,0,904,112,62,28,22,74,36,13,4,0,593.813980746503,0,61,15,61,40,36.97,76.0,2,54.2,7,1,0,0,0,0,603.236588675249,98.91782771287686
2024-06-20,1023,英语发音实战22,英语类课程,入门,0,904,116,67,32,17,77,33,9,5,0,806.2935126679802,1,64,16,64,40,18.65,68.8,0,47.1,4,1,0,0,0,0,606.3143263725718,99.42251050733032
2024-06-21,1023,英语发音实战22,英语类课程,入门,0,904,108,66,28,14,71,27,8,3,0,484.3516977865732,1,50,12,50,33,43.57,80.7,1,35.2,17,0,0,1,0,0,526.2931462421815,86.30075785154051
2024-06-22,1023,英语发音实战22,英语类课程,入门,0,904,118,69,31,18,78,33,6,4,0,593.302901925705,0,58,14,58,38,20.44,86.0,0,48.5,21,1,1,0,1,0,603.236588675249,98.91782771287686
2024-06-23,1023,英语发音实战22,英语类课程,入门,0,904,90,53,23,14,59,30,9,6,0,947.7676402455544,0,61,15,61,39,30.7,75.1,1,56.6,14,1,0,0,0,0,517.0599331502134,84.78670946818016
2024-06-24,1023,英语发音实战22,英语类课程,入门,0,904,100,59,24,17,66,33,6,4,0,628.7373455742546,1,56,14,56,36,36.02,77.3,0,52.4,21,0,1,0,0,0,547.8373101234404,89.83353741271469
2024-06-25,1023,英语发音实战22,英语类课程,入门,0,904,90,55,23,12,59,19,4,1,0,156.96479702598788,1,33,8,33,21,22.55,82.4,2,52.2,14,0,0,0,0,0,403.1836383492736,66.11344607340239
2024-06-26,1023,英语发音实战22,英语类课程,入门,0,904,111,66,29,16,73,28,10,5,0,770.8067234283708,3,45,11,45,29,21.79,88.0,1,49.2,21,3,0,0,0,0,560.1482609127313,91.85226859052852
2024-06-27,1023,英语发音实战22,英语类课程,入门,0,904,104,59,27,18,69,27,9,3,0,461.8316451981767,2,42,10,42,29,37.26,84.0,1,56.8,14,0,0,0,0,0,513.9821954528908,84.2820266737267
2024-06-28,1023,英语发音实战22,英语类课程,入门,0,904,108,64,28,16,71,33,8,2,0,345.72235241985135,1,53,13,53,32,44.37,63.3,0,53.7,24,1,0,0,0,0,553.9927855180858,90.8429030016216
2024-06-29,1023,英语发音实战22,英语类课程,入门,0,904,97,55,25,17,64,26,5,1,0,158.86794823111077,1,42,10,42,25,27.2,77.9,0,41.0,7,0,0,0,0,0,467.8161299930503,76.71178475692491
2024-06-30,1023,英语发音实战22,英语类课程,入门,0,904,117,66,34,17,77,40,4,2,0,305.0042513615863,0,61,15,61,37,33.56,87.7,0,52.9,14,1,0,0,0,0,624.7807525565079,102.45060727405102
2024-06-01,1024,英语语法实战23,英语类课程,高级,0,367,117,66,33,18,77,33,6,3,0,185.60885112874269,2,53,13,53,31,37.4,92.6,1,50.4,7,1,0,0,0,0,590.9256378859583,96.89909653506304
2024-06-02,1024,英语语法实战23,英语类课程,高级,0,367,126,75,30,21,83,32,9,5,0,331.7193494522617,3,61,15,61,42,21.98,69.1,0,58.4,11,3,0,0,0,0,630.9362279511532,103.45997286295793
2024-06-03,1024,英语语法实战23,英语类课程,高级,0,367,102,62,24,16,67,28,6,5,0,310.2632807803681,1,50,12,50,33,30.55,74.8,0,40.8,11,6,1,0,0,0,532.4486216368269,87.31012344044744
2024-06-04,1024,英语语法实战23,英语类课程,高级,0,367,81,45,22,14,53,19,4,2,0,118.68725605892998,0,33,8,33,20,33.97,77.7,2,42.0,11,0,0,0,0,0,384.7172121653374,63.08534930668167
2024-06-05,1024,英语语法实战23,英语类课程,高级,0,367,84,48,22,14,55,25,3,2,0,126.75702470274727,1,39,9,39,27,39.56,81.7,1,62.5,11,3,0,0,0,0,430.88327762517787,70.65559122348347
2024-06-06,1024,英语语法实战23,英语类课程,高级,0,367,98,56,26,16,65,36,5,2,0,134.5396512009449,1,61,15,61,39,43.41,66.8,1,32.6,17,0,0,0,0,0,541.681834728795,88.82417182380779
2024-06-07,1024,英语语法实战23,英语类课程,高级,0,367,109,64,29,16,72,29,14,8,0,521.6591054881463,2,64,16,64,41,32.93,71.8,0,52.3,11,3,0,0,0,0,587.8479001886355,96.3944137406096
2024-06-08,1024,英语语法实战23,英语类课程,高级,0,367,89,52,23,14,59,25,5,3,0,192.05294382932692,0,42,10,42,25,31.22,67.5,1,45.5,14,0,0,0,0,0,455.5051792037595,74.69305357911111
2024-06-09,1024,英语语法实战23,英语类课程,高级,0,367,130,75,33,22,86,35,12,2,0,130.8737330548234,1,53,13,53,31,37.03,82.5,0,33.6,11,0,0,0,0,0,634.0139656484761,103.9646556574114
2024-06-10,1024,英语语法实战23,英语类课程,高级,0,367,110,64,28,18,73,29,4,1,0,64.52110422915925,0,42,10,42,28,21.63,76.8,0,41.4,24,0,0,0,0,0,526.2931462421815,86.30075785154051
2024-06-11,1024,英语语法实战23,英语类课程,高级,0,367,114,68,29,17,75,40,8,4,0,246.83981431239224,0,75,18,75,48,22.93,77.4,0,51.6,14,1,0,0,1,1,634.0139656484761,103.9646556574114
2024-06-12,1024,英语语法实战23,英语类课程,高级,0,367,106,61,28,17,70,32,10,4,0,266.84619621607743,2,59,14,59,35,10.66,81.0,0,41.3,21,1,0,0,0,0,560.1482609127313,91.85226859052852
2024-06-13,1024,英语语法实战23,英语类课程,高级,0,367,91,53,24,14,60,21,4,4,1,257.6434888146072,2,39,9,39,24,32.14,65.9,0,41.7,7,1,1,0,0,0,446.2719661117914,73.17900519575073
2024-06-14,1024,英语语法实战23,英语类课程,高级,0,367,109,62,28,19,72,38,7,5,1,322.7342895613052,1,64,16,64,38,24.02,75.4,0,39.8,7,3,0,0,0,0,615.5475394645398,100.93655889069068
2024-06-15,1024,英语语法实战23,英语类课程,高级,0,367,107,61,26,20,71,33,8,3,0,185.6669519715662,1,59,14,59,39,37.55,78.5,0,44.4,11,0,0,0,0,0,560.1482609127313,91.85226859052852
2024-06-16,1024,英语语法实战23,英语类课程,高级,0,367,111,67,26,18,73,32,9,6,0,386.68022971068416,4,61,15,61,40,32.1,75.4,1,39.9,11,1,0,0,0,0,594.0033755832809,97.4037793295165
2024-06-17,1024,英语语法实战23,英语类课程,高级,0,367,86,52,23,11,57,23,4,1,0,66.09011766249338,0,36,9,36,24,20.77,64.3,0,37.7,11,0,0,0,0,0,415.4945891385644,68.1321772512162
2024-06-18,1024,英语语法实战23,英语类课程,高级,0,367,83,47,21,15,55,25,7,3,1,184.2900102180199,1,42,10,42,25,19.62,81.2,0,44.7,11,1,0,0,0,0,437.0387530198233,71.66495681239037
2024-06-19,1024,英语语法实战23,英语类课程,高级,0,367,98,58,25,15,65,29,6,4,0,265.7307018366057,2,56,14,56,35,29.8,65.9,0,36.1,11,1,0,0,0,0,517.0599331502134,84.78670946818016
2024-06-20,1024,英语语法实战23,英语类课程,高级,0,367,87,52,22,13,57,35,6,5,0,293.25081853473074,1,59,14,59,36,31.32,59.2,1,41.3,11,3,0,0,0,0,529.3708839395043,86.80544064599398
2024-06-21,1024,英语语法实战23,英语类课程,高级,0,367,99,57,26,16,65,29,3,3,0,184.51788500093528,1,50,12,50,33,27.7,72.5,0,27.9,31,1,0,0,1,1,510.9044577555681,83.77734387927326
2024-06-22,1024,英语语法实战23,英语类课程,高级,0,367,94,55,23,16,62,32,3,0,0,0.0,0,53,13,53,36,29.04,70.5,0,55.3,4,0,0,0,0,0,486.2825561769865,79.73988152364564
2024-06-23,1024,英语语法实战23,英语类课程,高级,0,367,105,62,29,14,69,32,8,4,0,265.5307390192751,1,59,14,59,37,36.78,92.4,1,53.6,14,3,0,0,0,0,557.0705232154086,91.34758579607508
2024-06-24,1024,英语语法实战23,英语类课程,高级,0,367,97,55,25,17,64,26,7,4,0,264.2748476221642,2,47,11,47,31,40.05,81.3,0,39.1,21,0,0,1,0,0,495.51576926895456,81.25392990700598
2024-06-25,1024,英语语法实战23,英语类课程,高级,0,367,107,63,28,16,71,30,3,1,0,67.9943384406527,0,50,12,50,34,38.46,82.3,0,52.7,14,0,0,0,0,0,523.2154085448589,85.79607505708707
2024-06-26,1024,英语语法实战23,英语类课程,高级,0,367,97,56,25,16,64,24,6,3,0,184.6860036512145,1,50,12,50,33,27.7,77.4,0,52.7,14,1,0,0,0,0,473.9716053876956,77.72115034583182
2024-06-27,1024,英语语法实战23,英语类课程,高级,0,367,105,60,27,18,69,25,8,3,0,192.9649439314879,1,45,11,45,28,38.32,69.8,1,59.1,4,1,0,0,0,0,504.7489823609227,82.76797829036636
2024-06-28,1024,英语语法实战23,英语类课程,高级,0,367,108,62,30,16,71,37,8,5,0,293.3534149038849,3,70,17,70,43,30.9,86.7,1,39.0,4,3,0,0,0,0,606.3143263725718,99.42251050733032
2024-06-29,1024,英语语法实战23,英语类课程,高级,0,367,111,64,28,19,73,31,7,4,0,256.039835459722,1,50,12,50,32,22.48,79.8,2,37.3,4,0,0,0,0,0,569.3814740046994,93.36631697388889
2024-06-30,1024,英语语法实战23,英语类课程,高级,0,367,122,71,32,19,81,28,5,0,0,0.0,0,39,9,39,25,38.38,81.2,0,39.9,21,0,0,0,0,0,547.8373101234404,89.83353741271469
2024-06-01,1025,托福实战24,英语类课程,进阶,0,614,92,53,25,14,61,24,4,0,0,0.0,0,33,8,33,20,21.47,70.3,0,44.0,4,0,0,0,0,0,430.88327762517787,70.65559122348347
2024-06-02,1025,托福实战24,英语类课程,进阶,0,614,97,57,25,15,64,32,8,4,0,440.297523358862,3,56,14,56,36,20.75,81.0,0,35.9,11,0,0,0,0,0,532.4486216368269,87.31012344044744
2024-06-03,1025,托福实战24,英语类课程,进阶,0,614,99,57,27,15,65,35,10,5,0,562.5375066697768,1,64,16,64,40,25.17,68.2,0,55.7,7,1,0,0,0,0,566.3037363073767,92.8616341794354
2024-06-04,1025,托福实战24,英语类课程,进阶,0,614,82,49,21,12,54,24,2,1,0,111.63927154449298,0,45,11,45,31,32.53,77.9,0,37.4,7,0,0,0,0,0,409.339113743919,67.1228116623093
2024-06-05,1025,托福实战24,英语类课程,进阶,0,614,112,66,29,17,74,40,8,1,0,109.28178054568482,0,67,16,67,43,30.16,78.4,0,48.0,11,0,0,0,0,0,600.1588509779262,98.4131449184234
2024-06-06,1025,托福实战24,英语类课程,进阶,0,614,108,64,25,19,71,24,3,1,0,102.21202798197528,0,36,9,36,23,33.66,84.1,0,47.1,17,0,0,0,0,0,489.3602938743092,80.24456431809908
2024-06-07,1025,托福实战24,英语类课程,进阶,0,614,106,61,28,17,70,31,7,5,0,490.1569769962898,2,61,15,61,40,40.94,65.0,0,40.7,11,1,2,0,0,0,563.2259986100539,92.35695138498195
2024-06-08,1025,托福实战24,英语类课程,进阶,0,614,96,57,24,15,63,25,6,2,0,217.35425917538072,0,39,9,39,25,13.17,83.0,1,48.1,4,1,0,0,0,0,467.8161299930503,76.71178475692491
2024-06-09,1025,托福实战24,英语类课程,进阶,0,614,108,61,28,19,71,30,7,4,1,474.0910032362213,0,50,12,50,33,23.32,78.4,0,43.7,11,0,0,0,0,0,553.9927855180858,90.8429030016216
2024-06-10,1025,托福实战24,英语类课程,进阶,0,614,108,61,28,19,71,29,8,4,0,430.182252058125,0,50,12,50,30,28.83,79.8,1,50.2,17,3,0,0,0,0,547.8373101234404,89.83353741271469
2024-06-11,1025,托福实战24,英语类课程,进阶,0,614,94,54,24,16,62,28,10,4,1,423.9520140132915,2,53,13,53,31,43.64,88.7,0,64.6,4,1,0,0,0,0,498.5935069662772,81.75861270145944
2024-06-12,1025,托福实战24,英语类课程,进阶,0,614,85,48,23,14,56,30,6,2,0,201.03155876628355,1,50,12,50,29,14.54,75.9,1,30.5,7,1,0,0,0,0,464.7383922957276,76.20710196247146
2024-06-13,1025,托福实战24,英语类课程,进阶,0,614,128,73,33,22,84,36,11,4,0,453.0243592754927,1,61,15,61,37,20.97,75.2,0,38.1,11,3,0,0,0,0,652.4803918324122,106.9927524241321
2024-06-14,1025,托福实战24,英语类课程,进阶,0,614,103,60,29,14,68,35,13,8,0,882.5588635831294,4,67,16,67,42,31.59,75.4,0,44.9,11,3,1,0,0,0,606.3143263725718,99.42251050733032
2024-06-15,1025,托福实战24,英语类课程,进阶,0,614,99,58,25,16,65,28,7,4,0,395.7861347105125,2,59,14,59,32,26.66,78.4,2,38.8,21,1,0,0,0,0,513.9821954528908,84.2820266737267
2024-06-16,1025,托福实战24,英语类课程,进阶,0,614,113,66,29,18,75,28,8,6,1,639.3075604213259,1,53,13,53,32,29.2,83.4,0,48.8,4,1,0,0,0,0,575.5369493993447,94.37568256279576
2024-06-17,1025,托福实战24,英语类课程,进阶,0,614,99,57,27,15,65,27,5,3,0,314.17528575101034,1,42,10,42,27,36.27,76.5,0,47.9,14,3,1,0,0,0,498.5935069662772,81.75861270145944
2024-06-18,1025,托福实战24,英语类课程,进阶,0,614,94,56,23,15,62,34,8,7,0,722.0149585313455,4,75,18,75,49,25.43,77.4,0,52.6,0,1,0,0,0,0,563.2259986100539,92.35695138498195
2024-06-19,1025,托福实战24,英语类课程,进阶,0,614,98,54,26,18,65,28,6,3,0,334.7427358854435,0,47,11,47,27,32.22,79.0,2,53.5,7,0,0,0,0,0,501.6712446635999,82.26329549591289
2024-06-20,1025,托福实战24,英语类课程,进阶,0,614,76,45,18,13,50,17,4,1,0,109.62853892251032,1,25,6,25,17,24.25,72.8,0,39.8,4,0,0,0,0,0,347.784359797465,57.02915577324023
2024-06-21,1025,托福实战24,英语类课程,进阶,0,614,89,51,24,14,59,23,10,3,1,322.04550612107545,0,47,11,47,29,33.05,71.5,0,43.5,17,0,0,0,0,0,443.1942284144687,72.67432240129727
2024-06-22,1025,托福实战24,英语类课程,进阶,0,614,107,63,28,16,71,27,9,5,0,550.9975046799326,2,47,11,47,31,24.24,78.2,0,37.0,17,6,0,0,0,0,541.681834728795,88.82417182380779
2024-06-23,1025,托福实战24,英语类课程,进阶,0,614,118,67,32,19,78,38,9,5,0,534.9514877033141,2,75,18,75,44,23.53,72.0,0,42.7,21,1,0,0,0,0,643.2471787404442,105.47870404077176
2024-06-24,1025,托福实战24,英语类课程,进阶,0,614,101,56,29,16,67,23,5,3,0,321.3996670951709,0,45,11,45,27,36.46,83.1,0,46.4,14,0,0,0,0,0,480.1270807823411,78.73051593473873
2024-06-25,1025,托福实战24,英语类课程,进阶,0,614,96,54,28,14,63,28,11,6,0,685.905824102305,0,56,14,56,33,29.59,79.7,0,40.1,7,0,0,0,0,0,523.2154085448589,85.79607505708707
2024-06-26,1025,托福实战24,英语类课程,进阶,0,614,109,62,29,18,72,35,7,4,0,445.2523170884094,2,67,16,67,44,30.34,73.4,0,31.4,14,0,0,0,0,0,587.8479001886355,96.3944137406096
2024-06-27,1025,托福实战24,英语类课程,进阶,0,614,84,49,24,11,55,24,7,2,0,212.2878317412382,0,45,11,45,29,27.39,73.0,0,37.9,11,1,0,0,0,0,424.72780223053246,69.64622563457657
2024-06-28,1025,托福实战24,英语类课程,进阶,0,614,110,65,27,18,73,32,10,4,0,457.877909301371,1,56,14,56,36,24.51,87.4,0,55.0,4,4,0,0,0,0,572.459211702022,93.87099976834232
2024-06-29,1025,托福实战24,英语类课程,进阶,0,614,106,61,29,16,70,34,9,5,0,544.6330683004647,1,61,15,61,42,29.64,72.5,1,41.4,0,3,0,0,0,0,581.6924247939902,95.38504815170268
2024-06-30,1025,托福实战24,英语类课程,进阶,0,614,102,59,26,17,67,28,6,4,0,443.6492039975053,2,45,11,45,25,24.14,75.3,0,48.4,11,0,0,0,0,0,523.2154085448589,85.79607505708707
2024-06-01,1026,雅思实战25,英语类课程,进阶,1,560,124,71,34,19,82,31,6,3,0,294.7472797915594,0,61,15,61,38,24.51,72.8,1,51.1,11,4,0,0,0,0,600.1588509779262,98.4131449184234
2024-06-02,1026,雅思实战25,英语类课程,进阶,1,560,136,78,34,24,90,39,6,3,0,304.90519584219595,0,70,17,70,42,33.63,83.5,1,43.0,17,1,0,0,0,0,686.335506502962,112.5442631631201
2024-06-03,1026,雅思实战25,英语类课程,进阶,1,560,90,51,25,14,59,25,3,1,0,100.34131336720942,0,36,9,36,23,28.37,68.5,2,51.0,21,0,0,0,0,0,440.116490717146,72.16963960684383
2024-06-04,1026,雅思实战25,英语类课程,进阶,1,560,101,57,29,15,67,24,4,0,0,0.0,0,39,9,39,25,28.52,77.2,0,45.4,24,0,0,0,0,0,458.58291690108217,75.19773637356455
2024-06-05,1026,雅思实战25,英语类课程,进阶,1,560,118,69,31,18,78,27,5,3,0,305.19082727159963,0,45,11,45,29,33.67,74.8,0,42.4,4,0,0,0,0,0,557.0705232154086,91.34758579607508
2024-06-06,1026,雅思实战25,英语类课程,进阶,1,560,131,75,36,20,86,39,11,5,0,466.2752508407939,1,72,18,72,45,21.67,79.7,0,44.7,14,0,1,0,0,0,689.4132442002847,113.04894595757357
2024-06-07,1026,雅思实战25,英语类课程,进阶,1,560,125,73,31,21,82,39,12,5,1,477.8100331729716,2,67,16,67,38,49.4,77.6,0,56.8,14,3,0,0,0,0,670.9468180163484,110.02084919085284
2024-06-08,1026,雅思实战25,英语类课程,进阶,1,560,110,63,28,19,73,34,9,4,0,408.8773339489745,1,53,13,53,33,32.42,78.7,0,45.1,14,1,0,0,0,0,584.7701624913128,95.88973094615616
2024-06-09,1026,雅思实战25,英语类课程,进阶,1,560,137,81,34,22,90,37,11,7,0,666.814119624597,1,75,18,75,47,33.37,88.7,1,42.7,14,1,0,0,0,0,714.0351457788662,117.0864083132012
2024-06-10,1026,雅思实战25,英语类课程,进阶,1,560,104,60,26,18,69,34,7,4,1,388.9848390386015,0,59,14,59,38,39.02,80.2,1,60.5,4,1,0,0,0,0,566.3037363073767,92.8616341794354
2024-06-11,1026,雅思实战25,英语类课程,进阶,1,560,116,68,31,17,77,41,5,2,0,210.03104417647512,1,75,18,75,48,28.79,78.8,0,30.4,17,1,0,0,0,0,627.8584902538306,102.95529006850448
2024-06-12,1026,雅思实战25,英语类课程,进阶,1,560,94,55,25,14,62,23,7,4,0,393.9441428390107,1,36,9,36,24,23.71,81.2,0,45.1,14,1,0,0,0,0,467.8161299930503,76.71178475692491
2024-06-13,1026,雅思实战25,英语类课程,进阶,1,560,139,80,36,23,92,39,4,3,0,300.70789824565094,2,67,16,67,41,25.11,72.5,0,38.3,17,1,0,0,0,0,695.56871959493,114.05831154648044
2024-06-14,1026,雅思实战25,英语类课程,进阶,1,560,123,71,31,21,81,29,9,2,0,183.7206063738328,0,50,12,50,28,46.12,83.0,1,43.9,17,1,0,0,0,0,575.5369493993447,94.37568256279576
2024-06-15,1026,雅思实战25,英语类课程,进阶,1,560,117,68,31,18,77,26,10,9,0,857.9028058736299,2,64,16,64,43,22.53,62.0,0,40.5,14,4,0,1,0,0,603.236588675249,98.91782771287686
2024-06-16,1026,雅思实战25,英语类课程,进阶,1,560,128,74,35,19,84,33,10,6,1,615.1358157762324,3,61,15,61,41,32.24,75.0,0,35.0,7,1,0,0,0,0,652.4803918324122,106.9927524241321
2024-06-17,1026,雅思实战25,英语类课程,进阶,1,560,115,66,30,19,76,29,13,6,0,616.8325293624307,2,67,16,67,43,21.67,70.0,1,34.9,14,1,0,0,0,0,587.8479001886355,96.3944137406096
2024-06-18,1026,雅思实战25,英语类课程,进阶,1,560,108,63,30,15,71,30,10,3,0,305.2449760548336,0,53,13,53,36,42.14,67.6,0,48.6,14,1,0,0,0,0,544.7595724261178,89.32885461826125
2024-06-19,1026,雅思实战25,英语类课程,进阶,1,560,124,72,31,21,82,33,9,4,0,395.6285268979132,2,56,14,56,35,28.18,73.3,0,38.0,11,4,0,0,1,1,621.7030148591853,101.94592447959758
2024-06-20,1026,雅思实战25,英语类课程,进阶,1,560,92,55,24,13,61,22,8,4,0,385.3125501049083,1,42,10,42,28,32.32,84.1,0,46.0,14,3,1,0,0,0,455.5051792037595,74.69305357911111
2024-06-21,1026,雅思实战25,英语类课程,进阶,1,560,119,70,29,20,79,34,11,2,0,190.9453505956387,1,70,17,70,43,21.42,78.3,1,44.2,7,0,0,0,0,0,594.0033755832809,97.4037793295165
2024-06-22,1026,雅思实战25,英语类课程,进阶,1,560,122,72,33,17,81,32,10,4,0,400.8808497929036,1,56,14,56,33,32.1,69.8,1,56.3,14,1,0,0,0,0,609.3920640698944,99.92719330178376
